,Najboljsi nakljucno,Casi najboljsi nakljucno,CLP,Casi CLP,Najboljsi lokalno iskanje,Casi najboljsi lokalno iskanje,Nakljucni lokalno iskanje,Casi nakljucni lokalno iskanje
288,10,0.05454206466674805,10,0.2027912139892578,10,0.0010979175567626953,12,0.03377509117126465
289,11,0.050928354263305664,11,0.16107392311096191,11,0.0009999275207519531,13,0.032196998596191406
290,10,0.04992938041687012,12,0.12128210067749023,10,0.0010018348693847656,12,0.03497815132141113
291,11,0.04619598388671875,12,0.1297438144683838,11,0.0009770393371582031,13,0.03762316703796387
292,11,0.04872274398803711,11,0.14057683944702148,11,0.0012030601501464844,12,0.04939699172973633
293,12,0.047840118408203125,13,0.0809180736541748,13,0.0011262893676757812,12,0.03375601768493652
294,11,0.04601478576660156,12,0.09431910514831543,11,0.0010862350463867188,12,0.03307199478149414
295,11,0.046968936920166016,11,0.13365387916564941,11,0.0010919570922851562,12,0.03498435020446777
296,11,0.04738593101501465,11,0.17498993873596191,11,0.001055002212524414,13,0.03399491310119629
297,11,0.04591512680053711,11,0.17741990089416504,11,0.0010097026824951172,13,0.03345513343811035
298,9,0.051217079162597656,10,0.15318989753723145,9,0.0010669231414794922,12,0.038027048110961914
299,10,0.047513723373413086,11,0.14657115936279297,11,0.001028299331665039,12,0.039060115814208984
300,10,0.05229306221008301,11,0.125014066696167,10,0.0010139942169189453,12,0.04201769828796387
301,10,0.04680490493774414,11,0.1416921615600586,10,0.0035130977630615234,12,0.03828787803649902
302,10,0.049198150634765625,11,0.11295795440673828,11,0.0010209083557128906,13,0.03628683090209961
303,10,0.04656267166137695,12,0.09804296493530273,10,0.0009758472442626953,13,0.03425002098083496
304,12,0.05048489570617676,13,0.07930493354797363,12,0.001013040542602539,12,0.03323793411254883
305,11,0.04787707328796387,12,0.10331082344055176,11,0.0010533332824707031,13,0.03702902793884277
306,10,0.05017805099487305,12,0.10692882537841797,11,0.0009777545928955078,14,0.03849220275878906
307,10,0.05137991905212402,12,0.08690285682678223,10,0.001039743423461914,12,0.03693127632141113
308,11,0.04507708549499512,12,0.1262040138244629,11,0.0009570121765136719,13,0.03346109390258789
309,11,0.045986175537109375,11,0.16429400444030762,11,0.0010821819305419922,12,0.03240084648132324
310,12,0.04822993278503418,12,0.13029789924621582,12,0.0011813640594482422,12,0.032550811767578125
311,10,0.05802488327026367,11,0.1401669979095459,11,0.0010290145874023438,13,0.03338003158569336
312,10,0.047650814056396484,11,0.12976503372192383,11,0.001055002212524414,12,0.032167911529541016
313,11,0.04924488067626953,11,0.12863469123840332,11,0.0011010169982910156,12,0.033773183822631836
314,11,0.04831814765930176,12,0.08712911605834961,11,0.0010685920715332031,11,0.0337522029876709
315,10,0.0485990047454834,11,0.12003397941589355,10,0.001032114028930664,13,0.03354024887084961
316,9,0.056600093841552734,10,0.14296913146972656,9,0.0010221004486083984,12,0.03374791145324707
317,11,0.050885915756225586,11,0.17113304138183594,11,0.0010509490966796875,12,0.035871028900146484
318,10,0.049684762954711914,11,0.13457298278808594,10,0.0010690689086914062,12,0.03379201889038086
319,11,0.04433894157409668,11,0.15630412101745605,11,0.001039743423461914,13,0.03179192543029785
320,10,0.04889106750488281,12,0.09842705726623535,10,0.0010538101196289062,13,0.03670620918273926
321,12,0.04794597625732422,12,0.10120534896850586,12,0.0010399818420410156,12,0.03332400321960449
322,10,0.04766082763671875,11,0.1375429630279541,10,0.0009832382202148438,12,0.03337383270263672
323,10,0.05458807945251465,11,0.19308185577392578,10,0.0010499954223632812,12,0.03383779525756836
324,11,0.051653146743774414,11,0.17138099670410156,11,0.0009708404541015625,13,0.034613847732543945
325,10,0.051550865173339844,12,0.11607623100280762,11,0.0009417533874511719,12,0.03169608116149902
326,12,0.0512547492980957,12,0.08323311805725098,12,0.0011091232299804688,14,0.03526020050048828
327,12,0.052134037017822266,12,0.1196599006652832,12,0.0010900497436523438,13,0.03334689140319824
328,11,0.054804086685180664,11,0.1349201202392578,11,0.001165151596069336,12,0.04149508476257324
329,12,0.05033516883850098,12,0.09821891784667969,12,0.0011849403381347656,13,0.03232884407043457
330,12,0.051853179931640625,13,0.07836604118347168,12,0.001055002212524414,15,0.20354890823364258
331,10,0.05235600471496582,11,0.1415562629699707,11,0.0009768009185791016,12,0.03548789024353027
332,10,0.05260324478149414,12,0.13430380821228027,10,0.0010139942169189453,13,0.033789873123168945
333,11,0.050859928131103516,11,0.15529894828796387,11,0.0010471343994140625,12,0.03260183334350586
334,10,0.056092023849487305,11,0.14516305923461914,10,0.001074075698852539,12,0.03617501258850098
335,9,0.05125021934509277,11,0.17201995849609375,10,0.0009810924530029297,12,0.03846883773803711
336,12,0.04721522331237793,12,0.15023303031921387,12,0.0010230541229248047,13,0.03386187553405762
337,9,0.05071401596069336,10,0.17941498756408691,9,0.0010890960693359375,11,0.03552412986755371
338,10,0.05085301399230957,10,0.17250490188598633,10,0.001039743423461914,12,0.033174991607666016
339,10,0.05161595344543457,11,0.1355299949645996,10,0.0010449886322021484,13,0.039286136627197266
340,12,0.04577779769897461,13,0.11516213417053223,12,0.0011260509490966797,13,0.03242230415344238
341,10,0.04768681526184082,11,0.1652069091796875,11,0.0010101795196533203,12,0.03408694267272949
342,10,0.0536952018737793,11,0.13570189476013184,10,0.0010509490966796875,12,0.03392481803894043
343,11,0.0566558837890625,13,0.08631491661071777,12,0.0009560585021972656,12,0.03296685218811035
344,10,0.0528566837310791,12,0.10993480682373047,10,0.0010192394256591797,13,0.034516096115112305
345,9,0.051824092864990234,11,0.13222408294677734,10,0.0009357929229736328,11,0.032775163650512695
346,10,0.055417776107788086,11,0.1085519790649414,11,0.0010409355163574219,13,0.03481912612915039
347,10,0.055416107177734375,11,0.14095783233642578,10,0.0012011528015136719,11,0.03784799575805664
348,10,0.053758859634399414,12,0.08404016494750977,11,0.0011394023895263672,11,0.03565073013305664
349,10,0.05109405517578125,12,0.11630487442016602,11,0.0010356903076171875,12,0.04167509078979492
350,10,0.05503201484680176,11,0.1207129955291748,11,0.0010402202606201172,13,0.0383448600769043
351,10,0.05250096321105957,11,0.11736011505126953,10,0.0009837150573730469,11,0.0339200496673584
352,11,0.05281400680541992,11,0.11324906349182129,11,0.001116037368774414,12,0.03941202163696289
353,11,0.04900503158569336,11,0.14928889274597168,11,0.001026153564453125,11,0.03356480598449707
354,11,0.05013084411621094,11,0.13697290420532227,11,0.0010437965393066406,12,0.03398871421813965
355,10,0.0504460334777832,11,0.11819791793823242,10,0.0009891986846923828,12,0.03353691101074219
356,10,0.04995298385620117,11,0.16856694221496582,10,0.001132965087890625,14,0.035470008850097656
357,11,0.04947400093078613,12,0.10804104804992676,11,0.0011301040649414062,13,0.033674001693725586
358,9,0.0493931770324707,11,0.15615177154541016,10,0.0009698867797851562,11,0.0343170166015625
359,11,0.048734188079833984,11,0.13891100883483887,11,0.0011670589447021484,12,0.03479194641113281
360,11,0.047067880630493164,12,0.11339187622070312,11,0.001088857650756836,12,0.03459668159484863
361,9,0.04747962951660156,11,0.15011310577392578,11,0.0009379386901855469,12,0.03459000587463379
362,12,0.04822802543640137,12,0.10272479057312012,12,0.0010030269622802734,14,0.040284156799316406
363,10,0.049118995666503906,13,0.09951901435852051,10,0.000926971435546875,12,0.03929615020751953
364,10,0.05143904685974121,11,0.1596369743347168,10,0.0010030269622802734,12,0.03812909126281738
365,10,0.05513405799865723,11,0.13700103759765625,10,0.0010180473327636719,12,0.03448796272277832
366,11,0.05012702941894531,12,0.09778475761413574,12,0.0010790824890136719,12,0.034287214279174805
367,10,0.05452394485473633,12,0.14804983139038086,12,0.0010890960693359375,13,0.043261051177978516
368,10,0.04786419868469238,12,0.09890294075012207,11,0.0009851455688476562,13,0.03483080863952637
369,10,0.050538063049316406,11,0.12443804740905762,10,0.0013060569763183594,11,0.035108089447021484
370,10,0.04955720901489258,10,0.15445685386657715,10,0.0011909008026123047,12,0.034075021743774414
371,10,0.04640698432922363,11,0.1782991886138916,10,0.0010690689086914062,12,0.03286314010620117
372,10,0.04876899719238281,10,0.18384695053100586,10,0.001194000244140625,10,0.033312082290649414
373,11,0.046475887298583984,12,0.1745002269744873,11,0.0009908676147460938,13,0.0323789119720459
374,10,0.05142784118652344,11,0.13620209693908691,10,0.0013020038604736328,11,0.034587860107421875
375,10,0.04958391189575195,11,0.1322329044342041,11,0.0012431144714355469,12,0.036669254302978516
376,11,0.047028303146362305,12,0.12702703475952148,11,0.000995635986328125,12,0.03582000732421875
377,10,0.047145843505859375,11,0.18347406387329102,11,0.0010471343994140625,13,0.039247989654541016
378,10,0.058458805084228516,10,0.19314002990722656,10,0.001194000244140625,12,0.036036014556884766
379,11,0.04889392852783203,12,0.11939287185668945,12,0.0012087821960449219,14,0.03732109069824219
380,10,0.049497127532958984,11,0.1619861125946045,10,0.0011289119720458984,13,0.034703731536865234
381,11,0.05395317077636719,11,0.11615514755249023,11,0.0011022090911865234,11,0.03647804260253906
382,10,0.051644325256347656,12,0.10433220863342285,11,0.0009360313415527344,13,0.045333147048950195
383,11,0.046743154525756836,11,0.13677477836608887,11,0.0020449161529541016,12,0.040291786193847656
384,10,0.04823923110961914,11,0.14466094970703125,10,0.0039479732513427734,14,0.0390629768371582
385,10,0.047892093658447266,11,0.14659786224365234,10,0.0015463829040527344,11,0.03640437126159668
386,10,0.052336931228637695,12,0.07017111778259277,10,0.0013539791107177734,13,0.0367579460144043
387,11,0.050523996353149414,13,0.07068276405334473,11,0.0024390220642089844,12,0.036334991455078125
388,10,0.049102783203125,11,0.13756895065307617,10,0.002561807632446289,11,0.037454843521118164
389,11,0.04861283302307129,11,0.14210200309753418,11,0.0012888908386230469,13,0.03603100776672363
390,11,0.05021381378173828,12,0.12739205360412598,11,0.0011410713195800781,12,0.03739500045776367
391,13,0.052718162536621094,13,0.07087087631225586,13,0.0011751651763916016,13,0.03723001480102539
392,11,0.048641204833984375,12,0.08668684959411621,12,0.0011091232299804688,12,0.037049055099487305
393,11,0.044718027114868164,11,0.18317270278930664,11,0.0010099411010742188,13,0.03631281852722168
394,10,0.04553079605102539,12,0.13762187957763672,11,0.0009601116180419922,11,0.03596067428588867
395,11,0.04948091506958008,11,0.16659212112426758,11,0.0011148452758789062,11,0.03557395935058594
396,9,0.05275583267211914,10,0.22080111503601074,9,0.001074075698852539,13,0.034545183181762695
397,10,0.05179429054260254,11,0.15917015075683594,11,0.0010929107666015625,13,0.035325050354003906
398,11,0.05007219314575195,11,0.14863300323486328,11,0.0011966228485107422,13,0.03377413749694824
399,11,0.04854440689086914,11,0.12424302101135254,11,0.0014061927795410156,11,0.035336971282958984
400,10,0.04889488220214844,11,0.18727588653564453,10,0.0012290477752685547,12,0.03614020347595215
401,11,0.04803776741027832,12,0.10524392127990723,11,0.0010569095611572266,11,0.034898996353149414
402,10,0.04822397232055664,11,0.14363908767700195,10,0.0010111331939697266,12,0.0349729061126709
403,10,0.04824113845825195,11,0.11098003387451172,10,0.0010559558868408203,12,0.03780984878540039
404,13,0.0533599853515625,13,0.07588672637939453,13,0.0012400150299072266,14,0.03831219673156738
405,11,0.043897151947021484,11,0.20678400993347168,11,0.0009808540344238281,13,0.03421807289123535
406,10,0.044023990631103516,12,0.11202716827392578,12,0.0009160041809082031,12,0.03538990020751953
407,12,0.04398298263549805,12,0.11149096488952637,12,0.001004934310913086,11,0.035054683685302734
408,10,0.04824018478393555,11,0.14589715003967285,10,0.0011179447174072266,12,0.037230730056762695
409,9,0.04588174819946289,11,0.11986994743347168,9,0.0010497570037841797,12,0.035205841064453125
410,10,0.04672384262084961,12,0.14590907096862793,10,0.0010471343994140625,14,0.03592085838317871
411,10,0.05196499824523926,12,0.09407591819763184,11,0.0009908676147460938,13,0.03624892234802246
412,10,0.046679019927978516,12,0.1314089298248291,10,0.0017557144165039062,12,0.03580808639526367
413,10,0.049098968505859375,11,0.17191410064697266,10,0.0019948482513427734,13,0.03850197792053223
414,11,0.048252105712890625,11,0.09783196449279785,11,0.0018219947814941406,12,0.037489891052246094
415,10,0.04578113555908203,11,0.18102312088012695,11,0.0010099411010742188,14,0.03557419776916504
416,10,0.05378603935241699,11,0.14545512199401855,11,0.0010650157928466797,11,0.03592491149902344
417,10,0.05051016807556152,12,0.10802006721496582,10,0.0010480880737304688,14,0.03490805625915527
418,10,0.04935002326965332,11,0.1319410800933838,11,0.0010051727294921875,13,0.03486180305480957
419,9,0.049897193908691406,12,0.09259915351867676,10,0.0009541511535644531,14,0.034751176834106445
420,9,0.052271127700805664,10,0.22876501083374023,9,0.001013040542602539,12,0.0346980094909668
421,10,0.055184125900268555,11,0.1338210105895996,10,0.0010769367218017578,13,0.035414934158325195
422,11,0.04941701889038086,11,0.16319990158081055,11,0.0010099411010742188,13,0.03297781944274902
423,10,0.051117658615112305,11,0.14006876945495605,11,0.0010349750518798828,13,0.03529500961303711
424,11,0.046627044677734375,12,0.10890722274780273,12,0.0009829998016357422,13,0.03324389457702637
425,11,0.04958510398864746,11,0.12238407135009766,11,0.0011467933654785156,13,0.034004926681518555
426,10,0.04727029800415039,11,0.14982891082763672,10,0.0010209083557128906,12,0.03364682197570801
427,12,0.045371055603027344,12,0.1016230583190918,12,0.0010459423065185547,11,0.033068180084228516
428,11,0.04532504081726074,11,0.17079973220825195,11,0.0010340213775634766,13,0.033242225646972656
429,10,0.04909086227416992,11,0.150360107421875,10,0.001065969467163086,12,0.036895036697387695
430,10,0.047865867614746094,11,0.17410898208618164,10,0.0009870529174804688,11,0.036095380783081055
431,11,0.047662973403930664,11,0.1616380214691162,11,0.0010712146759033203,13,0.034217119216918945
432,10,0.0449371337890625,12,0.1278519630432129,10,0.0010457038879394531,14,0.032701969146728516
433,10,0.04829120635986328,10,0.18079590797424316,10,0.0010962486267089844,12,0.03414011001586914
434,11,0.04728388786315918,11,0.16313886642456055,11,0.0010530948638916016,12,0.039491891860961914
435,10,0.04859495162963867,11,0.1294097900390625,10,0.0010266304016113281,13,0.03628683090209961
436,12,0.045625925064086914,12,0.12196612358093262,12,0.0010919570922851562,13,0.033892154693603516
437,11,0.04728388786315918,11,0.12623190879821777,11,0.00249481201171875,13,0.0357050895690918
438,9,0.04768800735473633,11,0.1440448760986328,9,0.0017549991607666016,12,0.033554792404174805
439,10,0.049562931060791016,12,0.1032252311706543,10,0.0010178089141845703,13,0.034284114837646484
440,11,0.04726862907409668,13,0.09712100028991699,12,0.0009520053863525391,12,0.033493995666503906
441,10,0.046727895736694336,11,0.13413786888122559,10,0.0009379386901855469,14,0.032440185546875
442,10,0.04248976707458496,12,0.16051888465881348,11,0.0008678436279296875,12,0.03233695030212402
443,12,0.04504704475402832,12,0.10757303237915039,12,0.000993967056274414,12,0.033323049545288086
444,10,0.048654794692993164,11,0.10918903350830078,10,0.0010402202606201172,11,0.03377103805541992
445,11,0.04335308074951172,11,0.17494988441467285,11,0.0009899139404296875,14,0.031538963317871094
446,11,0.04864692687988281,12,0.09880304336547852,11,0.0011188983917236328,12,0.034227848052978516
447,10,0.04927802085876465,10,0.16028714179992676,10,0.0010559558868408203,15,0.03313589096069336
448,12,0.04475522041320801,12,0.09388017654418945,12,0.0011568069458007812,13,0.032289981842041016
449,11,0.049633026123046875,11,0.13695883750915527,11,0.0011811256408691406,13,0.035427093505859375
450,10,0.047740936279296875,10,0.21324586868286133,10,0.0010471343994140625,12,0.03358006477355957
451,11,0.04526996612548828,12,0.1416630744934082,11,0.0009839534759521484,12,0.03417086601257324
452,10,0.04727005958557129,12,0.11677789688110352,12,0.001016855239868164,13,0.0340421199798584
453,10,0.04828000068664551,11,0.16374778747558594,10,0.0010190010070800781,13,0.03453803062438965
454,10,0.043579816818237305,12,0.1161489486694336,11,0.0009210109710693359,13,0.032479047775268555
455,10,0.04572892189025879,11,0.1394960880279541,10,0.0009779930114746094,12,0.03336024284362793
456,10,0.04661893844604492,12,0.09343695640563965,11,0.0009610652923583984,14,0.03395819664001465
457,10,0.04966592788696289,11,0.12967705726623535,10,0.0010020732879638672,13,0.03353095054626465
458,11,0.04559898376464844,11,0.1807079315185547,11,0.0010318756103515625,12,0.03378796577453613
459,10,0.04817700386047363,11,0.15901589393615723,10,0.001051187515258789,12,0.03361701965332031
460,10,0.047882080078125,11,0.14139389991760254,10,0.0010340213775634766,11,0.0341799259185791
461,11,0.043585777282714844,11,0.17360520362854004,11,0.0009009838104248047,11,0.03120899200439453
462,11,0.054656028747558594,11,0.11560773849487305,11,0.0010631084442138672,13,0.033010244369506836
463,10,0.04934811592102051,12,0.11100196838378906,11,0.0009791851043701172,14,0.03400588035583496
464,11,0.05002403259277344,11,0.13772797584533691,11,0.0010466575622558594,12,0.03346729278564453
465,11,0.05216717720031738,11,0.13190889358520508,11,0.0010190010070800781,13,0.032720088958740234
466,11,0.046395063400268555,11,0.13830804824829102,11,0.0010230541229248047,12,0.033051252365112305
467,12,0.044081926345825195,12,0.12102508544921875,12,0.0010120868682861328,13,0.033056020736694336
468,11,0.04848289489746094,11,0.15688586235046387,11,0.001260995864868164,13,0.03419327735900879
469,9,0.05508708953857422,11,0.14288568496704102,10,0.0010290145874023438,14,0.033944129943847656
470,10,0.04828500747680664,10,0.17937421798706055,10,0.0011048316955566406,11,0.034377098083496094
471,11,0.047096967697143555,11,0.14774107933044434,11,0.0010440349578857422,12,0.03401613235473633
472,10,0.04592585563659668,11,0.1342461109161377,10,0.0010759830474853516,12,0.03289484977722168
473,10,0.04939603805541992,11,0.15630483627319336,10,0.0011010169982910156,11,0.03622293472290039
474,10,0.05598306655883789,11,0.17845702171325684,11,0.0009589195251464844,13,0.03683185577392578
475,10,0.05581307411193848,11,0.19828200340270996,10,0.0009868144989013672,11,0.03514814376831055
476,11,0.046652793884277344,12,0.09818720817565918,12,0.0009970664978027344,15,0.03743410110473633
477,10,0.0490570068359375,12,0.12994098663330078,10,0.001104116439819336,14,0.03582119941711426
478,10,0.0473330020904541,11,0.1310420036315918,10,0.0010178089141845703,12,0.041069984436035156
479,10,0.0543060302734375,11,0.12771296501159668,11,0.0010540485382080078,12,0.03811383247375488
480,10,0.048033952713012695,11,0.18291687965393066,11,0.0009958744049072266,12,0.03684806823730469
481,11,0.0534060001373291,12,0.11434483528137207,11,0.0010609626770019531,12,0.03970813751220703
482,11,0.0498499870300293,11,0.1335461139678955,11,0.0011551380157470703,12,0.03658485412597656
483,10,0.05618786811828613,11,0.17066001892089844,10,0.0010330677032470703,14,0.03468513488769531
484,11,0.04741096496582031,11,0.13541388511657715,11,0.0009698867797851562,13,0.03361320495605469
485,11,0.04789590835571289,12,0.13617467880249023,11,0.0010099411010742188,12,0.03516530990600586
486,10,0.04802107810974121,11,0.14965295791625977,10,0.0010380744934082031,12,0.03569912910461426
487,11,0.04683876037597656,11,0.14925193786621094,11,0.0011029243469238281,10,0.03679633140563965
488,10,0.05679917335510254,11,0.15245676040649414,10,0.0012180805206298828,13,0.03865814208984375
489,10,0.050055742263793945,11,0.1678478717803955,10,0.0009226799011230469,11,0.03386425971984863
490,10,0.04683494567871094,13,0.07108020782470703,10,0.0009877681732177734,13,0.03371906280517578
491,10,0.04913473129272461,11,0.13128399848937988,11,0.0023767948150634766,11,0.0343327522277832
492,10,0.04665207862854004,12,0.15036797523498535,10,0.0021049976348876953,12,0.03484296798706055
493,10,0.04456901550292969,12,0.10232877731323242,10,0.0009829998016357422,12,0.032790184020996094
494,9,0.047921180725097656,11,0.14122700691223145,9,0.0010919570922851562,11,0.03411293029785156
495,11,0.053117990493774414,11,0.15381312370300293,11,0.0010459423065185547,12,0.03433513641357422
496,10,0.05342698097229004,12,0.08263778686523438,11,0.0010881423950195312,14,0.03450798988342285
497,11,0.04840707778930664,11,0.12160706520080566,11,0.0010051727294921875,13,0.034182071685791016
498,10,0.04663205146789551,11,0.1856248378753662,10,0.0009920597076416016,12,0.03352212905883789
499,11,0.050147056579589844,11,0.1582047939300537,11,0.0011179447174072266,12,0.034394264221191406
